Titanic Passengers and Crew Complete List,,,,,,,,,,,,,,,
Name,Born,Died,Age,Gender,Class/Dept,Ticket,Fare,Cabin,Joined,Occupation,Survived?,Boat,Body,Nationality,URL
"MCCAFFRY, Mr Thomas Francis",1866,1912,46,Male,1st Class Passenger,13050,£75             4s             10d,,Southampton,Banker,LOST,,292,Canadian,https://www.encyclopedia-titanica.org/titanic-victim/thomas-francis-mccaffry.html
"MCCARRON, Mr David John",1878,1918,33,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/david-mccarron.html
"MCCARTHY, Miss Catherine",1887,1948,24,Female,3rd Class Passenger,383123,£7             15s,,Queenstown,Domestic Servant,SAVED,15,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/catherine-katie-mccarthy.html
"MCCARTHY, Mr Timothy John",1857,1912,54,Male,1st Class Passenger,17463,£51             17s             3d,E46,Southampton,Buyer,LOST,,175,American,https://www.encyclopedia-titanica.org/titanic-victim/timothy-mccarthy.html
"MCCARTHY, Mr William",1863,1932,48,Male,Deck Crew,,,,Southampton,Able Seaman,SAVED,4,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/william-mccarthy.html
"MCCARTNEY, Mr John",1863,,49,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-mccartney.html
"MCCARTY, Mr Frederick James",1873,1912,38,Male,Victualling Crew,,,,Southampton,Bedroom Steward (1st Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-mccarthy.html
"MCCASTLIN, Mr William",1883,1912,28,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,Canadian,https://www.encyclopedia-titanica.org/titanic-victim/w-mccastlin.html
"MCCAWLEY, Mr Thomas W.",1876,1912,36,Male,Victualling Crew,,,,Belfast,Gymnasium Steward,LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/thomas-mccawley.html
"MCCORMACK, Mr Thomas Joseph",1892,1975,19,Male,3rd Class Passenger,367228,£7             15s,,Queenstown,Barman,SAVED,,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/thomas-joseph-mccormack.html
"MCCOY, Miss Agnes",1882,1957,29,Female,3rd Class Passenger,367226,£23             5s,,Queenstown,,SAVED,,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/agnes-mccoy.html
"MCCOY, Miss Alice",1885,1959,26,Female,3rd Class Passenger,367226,£23             5s,,Queenstown,,SAVED,,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/alice-mccoy.html
"MCCOY, Mr Bernard",1887,1945,24,Male,3rd Class Passenger,367226,£23             5s,,Queenstown,General Labourer,SAVED,,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/bernard-mccoy.html
"MCCRAE, Mr Arthur Gordon",1880,1912,32,Male,2nd Class Passenger,237216,£13             10s,,Southampton,Engineer,LOST,,209,Australian,https://www.encyclopedia-titanica.org/titanic-victim/arthur-mccrae.html
"MCCRIE, Mr James Matthew",1879,1912,32,Male,2nd Class Passenger,233478,£13.00,,Southampton,Oil Worker,LOST,,,Canadian,https://www.encyclopedia-titanica.org/titanic-victim/james-matthew-mccrie.html
"MCDERMOTT, Miss Bridget Delia",1881,1959,31,Female,3rd Class Passenger,330932,£7             15s             8d,,Queenstown,,SAVED,,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/bridget-delia-mcdermott.html
"MCDONALD, Mr Daniel",1884,1915,28,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/daniel-mcdonald.html
"MCDONALD, Mr George",1882,,30,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/george-mcdonald.html
"MCELROY, Mr Hugh Walter",1874,1912,37,Male,Victualling Crew,,,,Southampton,Purser,LOST,,157,English,https://www.encyclopedia-titanica.org/titanic-victim/hugh-walter-mcelroy.html
"MCENTEE, Mr Charles Edward",1872,1940,40,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/charles-mcentee.html
"MCERLEAN, Mr John",1860,1915,51,Male,Engineering Crew,,,,Belfast,Greaser,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-mcerlean.html
"MCEVOY, Mr Michael",1892,1912,20,Male,3rd Class Passenger,36568,£15             10s,,Queenstown,Farm Labourer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/michael-mcevoy.html
"MCGANN, Mr James",1882,1918,29,Male,Engineering Crew,,,,Southampton,Trimmer,SAVED,B,,English,https://www.encyclopedia-titanica.org/titanic-survivor/james-mcgann.html
"MCGARVEY, Mr Edward Joseph",1878,1912,34,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-joseph-mcgarvey.html
"MCGAW, Mr Erroll Victor",1882,1912,30,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/eroll-mcgaw.html
"MCGAW, Mr Samuel",1877,1961,34,Male,Engineering Crew,,,,Belfast,Leading Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/samuel-mcgaw.html
"MCGEE, Mr Patrick",1879,,33,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/patrick-mcgee.html
"MCGEE, Mr Samuel",1864,,48,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/samuel-mcgee.html
"MCGILL, Mr Thomas",1883,,29,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-mcgill.html
"MCGIVERN, Mr Henry",1871,,41,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/henry-mcgivern.html
"MCGIVERN, Mr Thomas",1869,,43,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-mcgivern.html
"MCGONIGAL, Mr William",1857,,55,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/w-mcgonagal.html
"MCGOUGH, Mr Francis",1886,1956,25,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/frank-mcgough.html
"MCGOUGH, Mr George Francis 'Paddy'",1875,1940,36,Male,Deck Crew,,,,Southampton,Able Seaman,SAVED,9,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/george-francis-mcgough.html
"MCGOUGH, Mr James Robert",1876,1937,35,Male,1st Class Passenger,17473,£26             5s             9d,E25,Southampton,Buyer,SAVED,7,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/james-mcgough.html
"MCGOVERN, Miss Mary",1891,1957,20,Female,3rd Class Passenger,330931,£7             17s             7d,,Queenstown,,SAVED,,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/mary-mcgovern.html
"MCGOWAN, Miss Anna Louise",1894,1990,17,Female,3rd Class Passenger,330923,£8                         7d,,Queenstown,,SAVED,,,"American,Irish",https://www.encyclopedia-titanica.org/titanic-survivor/anna-annie-mcgowan.html
"MCGOWAN, Miss Catherine",1869,1912,42,Female,3rd Class Passenger,9232,£7             15s,,Queenstown,,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/catherine-mcgowan.html
"MCGOWN, Mr Barney",1869,,43,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/barney-mcgown.html
"MCGRADY, Mr James",1885,1912,27,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,330,Irish,https://www.encyclopedia-titanica.org/titanic-victim/james-mcgrady.html
"MCGREEVY, Mr Richard",1886,1913,25,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/richard-mcgreevy.html
"MCGROGAN, Mr John",1861,1933,51,Male,Engineering Crew,,,,Belfast,Greaser,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-mcgrogan.html
"MCILROY, Mr Bernard",1885,1961,26,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/barney-mcilroy.html
"MCILROY, Mr James",1866,,45,Male,Engineering Crew,,,,Belfast,Greaser,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-mcilroy.html
"MCILROY, Mr Robert David",1887,,24,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/robert-mcilroy.html
"MCILROY, Mr William",1872,,40,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-mcilroy.html
"MCILWAINE, Mr James",1887,,25,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-mcilwaine.html
"MCINERNEY, Mr Thomas",1873,1912,38,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-mcinerney.html
"MCINTYRE, Mr William",1890,1965,21,Male,Engineering Crew,,,,Southampton,Trimmer,SAVED,A,,English,https://www.encyclopedia-titanica.org/titanic-survivor/william-mcintyre.html
"MCKANE, Mr Peter Daniel",1865,1912,46,Male,2nd Class Passenger,28403,£26.00,,Southampton,Quarryman,LOST,,,Channel Islander,https://www.encyclopedia-titanica.org/titanic-victim/peter-dan-mckane.html
"MCKAY, Mr Charles Donald",1882,1956,30,Male,Victualling Crew,,,,Belfast,Saloon Steward,SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/charles-donald-mckay.html
"MCKENNA, Mr Barney",1880,1922,32,Male,Engineering Crew,,,,Belfast,Leading Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/barney-mckenna.html
"MCKENNA, Mr Patrick",1872,,40,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/patrick-mckenna.html
"MCKINNEY, Mr Peter",1874,1928,37,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/peter-mckinney.html
"MCKINSTRY, Mr Charles Frederick",1871,1929,40,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/charles-mckinstry.html
"MCLAREN, Mrs Hypatia",1869,1959,42,Female,Victualling Crew,,,,Southampton,Stewardess,SAVED,5,,English,https://www.encyclopedia-titanica.org/titanic-survivor/mclaren.html
"MCMAHON, Mr Martin",1893,1912,19,Male,3rd Class Passenger,370372,£7             15s,,Queenstown,Farm Labourer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/martin-mcmahon.html
"MCMICKEN, Mr Arthur",1885,1958,26,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),SAVED,11,,English,https://www.encyclopedia-titanica.org/titanic-survivor/arthur-mcmicken.html
"MCMICKEN, Mr Benjamin Tucker",1891,1912,21,Male,Victualling Crew,,,,Belfast,Second Pantry Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/benjamin-tucker-mcmicken.html
"MCMILLEN, Mr Samuel",1883,1973,28,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/samuel-mcmillen.html
"MCMILLEN, Mr Thomas",1857,,55,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-mcmillen.html
"MCMILLEN, Mr William John",1876,1956,36,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-mcmillen.html
"MCMULLAN, Mr Patrick",1882,,30,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/patrick-mcmullan.html
"MCMULLAN, Mr Richard",1892,1951,19,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/mcmullan-richard.html
"MCMULLAN, Mr William",1872,,40,Male,Engineering Crew,,,,Belfast,Greaser,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-mcmullan.html
"MCMULLIN, Mr John Richard",1876,1912,36,Male,Victualling Crew,,,,Belfast,First class saloon steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/james-mcmullin.html
"MCMURRAY, Mr William",1868,1912,44,Male,Victualling Crew,,,,Belfast,1st Class Bedroom Steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-mcmurray.html
"MCNAMEE, Mr Neal",1884,1912,27,Male,3rd Class Passenger,376566,£16             2s,,Southampton,Provision Manager,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/neal-mcnamee.html
"MCNAMEE, Mrs Eileen",1892,1912,19,Female,3rd Class Passenger,376566,£16             2s,,Southampton,,LOST,,53,English,https://www.encyclopedia-titanica.org/titanic-victim/eileen-mcnamee.html
"MCNEILL, Miss Bridget",1880,1912,32,Female,3rd Class Passenger,370368,£7             15s,,Queenstown,,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/bridget-mcneill.html
"MCQUILLAN, Mr William",1886,1912,26,Male,Engineering Crew,,,,Belfast,Fireman,LOST,,183,Irish,https://www.encyclopedia-titanica.org/titanic-victim/william-mcquillan.html
"MCRAE, Mr William Alexander",1880,1912,32,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-alexander-mcrae.html
"MCREYNOLDS, Mr William Thomas Carson",1889,1912,22,Male,Engineering Crew,,,,Belfast,Junior 6th. Engineer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/william-mcreynolds.html
"MEANWELL, Mrs Marian",1849,1912,62,Female,3rd Class Passenger,392087,£8             1s,,Southampton,Milliner,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/marian-meanwell.html
"MECHAN, Mr William",1874,,38,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-mechan.html
"MEEHAN, Mr John",1890,1912,22,Male,3rd Class Passenger,3130,£7             15s,,Queenstown,General Labourer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/john-meehan.html
"MEEK, Mrs Annie Louisa",1880,1912,32,Female,3rd Class Passenger,343095,£8             1s,,Southampton,,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/annie-louise-rowley-meek.html
"MEISNERE, Mr Simon",1878,1912,34,Male,3rd Class Passenger,2816,£8             1s,,Southampton,Tailor,LOST,,,Russian,https://www.encyclopedia-titanica.org/titanic-victim/simon-maisner.html
"MELLINGER, Miss Violet Madeline",1899,1976,13,Female,2nd Class Passenger,250644,£19             10s,,Southampton,,SAVED,14,,English,https://www.encyclopedia-titanica.org/titanic-survivor/madeleine-violet-mellinger.html
"MELLINGER, Mrs Elizabeth Anne",1870,1962,42,Female,2nd Class Passenger,250644,£19             10s,,Southampton,Servant,SAVED,14,,English,https://www.encyclopedia-titanica.org/titanic-survivor/elizabeth-anne-mellinger.html
"MELLOR, Mr Arthur",1878,1912,34,Male,Victualling Crew,,,,Southampton,Saloon Steward,LOST,,,,https://www.encyclopedia-titanica.org/titanic-victim/arthur-mellor.html
"MELLORS, Mr William John",1893,1948,19,Male,2nd Class Passenger,SW/PP 751,£10             10s,,Southampton,Salesman,SAVED,A,,English,https://www.encyclopedia-titanica.org/titanic-survivor/william-mellors.html
"MEO (MARTINO), Mr Alfonzo",1864,1912,48,Male,3rd Class Passenger,11206,£8             1s,,Southampton,Musician,LOST,,201,Italian,https://www.encyclopedia-titanica.org/titanic-victim/alfonzo-meo-martino.html
"MERNAGH, Mr Robert",1883,1912,28,Male,3rd Class Passenger,368703,£7             15s,,Queenstown,Farm Labourer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/robert-mernagh.html
"MEWE, Mr W. J.",1877,,35,Male,Victualling Crew Failed to Join Ship,,,,Southampton,Sauce Cook,,,,,https://www.encyclopedia-titanica.org/titanic-biography/mewe.html
"MEYER, Mr August",1880,1912,31,Male,2nd Class Passenger,248723,£13.00,,Southampton,Baker,LOST,,,"German, English",https://www.encyclopedia-titanica.org/titanic-victim/august-meyer.html
"MEYER, Mr Edgar Joseph",1884,1912,28,Male,1st Class Passenger,17604,£82             3s             5d,,Cherbourg,Mechanical Engineer,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/edgar-meyer.html
"MEYER, Mrs Leila",1886,1957,25,Female,1st Class Passenger,17604,£82             3s             5d,,Cherbourg,,SAVED,6,,American,https://www.encyclopedia-titanica.org/titanic-survivor/leila-meyer.html
"MIDDLETON, Mr Alfred Pirrie",1884,1912,27,Male,Engineering Crew,,,,Belfast,Assistant Electrician,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/alfred-pirrie-middleton.html
"MIDDLETON, Mr Mark Victor",1887,1912,24,Male,Victualling Crew,,,,Southampton,Saloon Steward (2nd class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/mark-victor-middleton.html
"MIDTSJø, Mr Karl Albert",1890,1939,21,Male,3rd Class Passenger,345501,£7             15s             6d,,Southampton,Farmer,SAVED,15,,Norwegian,https://www.encyclopedia-titanica.org/titanic-survivor/karl-albert-midtsjo.html
"MIHOFF, Mr Stoytcho",1884,1912,28,Male,3rd Class Passenger,349207,£7             17s             11d,,Southampton,General Labourer,LOST,,,Bulgarian,https://www.encyclopedia-titanica.org/titanic-victim/stoytcho-mihoff.html
"MILES, Mr Frank",1889,1912,23,Male,3rd Class Passenger,359306,£8             1s,,Southampton,Engineer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frank-miles.html
"MILFORD, Mr Daniel",1889,1958,22,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/daniel-milford.html
"MILFORD, Mr George",1884,1912,27,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/george-milford.html
"MILLAR, Mr Robert",1885,1912,26,Male,Engineering Crew,,,,Belfast,Extra 5th Engineer,LOST,,,Scottish,https://www.encyclopedia-titanica.org/titanic-victim/robert-millar.html
"MILLAR, Mr Thomas",1879,1912,32,Male,Engineering Crew,,,,Belfast,Deck Engineer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/thomas-millar.html
"MILLER, Mr William Middleton",1883,,28,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/william-miller.html
"MILLET, Mr Francis Davis",1846,1912,65,Male,1st Class Passenger,13509,£26             11s,E38,Cherbourg,Artist,LOST,,249,American,https://www.encyclopedia-titanica.org/titanic-victim/francis-davis-millet.html
"MILLING, Mr Jacob Christian",1863,1912,48,Male,2nd Class Passenger,234360,£13.00,,Southampton,Machine Inspector,LOST,,271,Danish,https://www.encyclopedia-titanica.org/titanic-victim/jacob-christian-milling.html
"MILLS, Mr Christopher",1860,1930,51,Male,Victualling Crew,,,,Southampton,Butcher,SAVED,C,,English,https://www.encyclopedia-titanica.org/titanic-survivor/christopher-mills.html
"MINAHAN, Dr William Edward",1867,1912,44,Male,1st Class Passenger,19928,£90.00,C78,Queenstown,Merchant,LOST,,230,American,https://www.encyclopedia-titanica.org/titanic-victim/william-edward-minahan.html
"MINAHAN, Miss Ida Daisy",1879,1919,33,Female,1st Class Passenger,19928,£90.00,C78,Queenstown,,SAVED,14,,American,https://www.encyclopedia-titanica.org/titanic-survivor/daisy-minahan.html
"MINAHAN, Mrs Lillian Mae",1875,1962,37,Female,1st Class Passenger,19928,£90.00,C78,Queenstown,,SAVED,14,,American,https://www.encyclopedia-titanica.org/titanic-survivor/lillian-minahan.html
"MINEFF, Mr Ivan",1888,1912,24,Male,3rd Class Passenger,349233,£7             17s             11d,,Southampton,General Labourer,LOST,,,Bulgarian,https://www.encyclopedia-titanica.org/titanic-victim/ivan-mineff.html
"MINKOFF, Mr Lazar",1891,1912,21,Male,3rd Class Passenger,349211,£7             17s             11d,,Southampton,Potter,LOST,,,Bulgarian,https://www.encyclopedia-titanica.org/titanic-victim/lazar-minkoff.html
"MINTRAM, Mr William",1866,1912,46,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-mintram.html
"MISH'ALāNī, Mr Ibrāhīm Mansūr",1858,1912,53,Male,Victualling Crew,,,,Belfast,Printer Steward,LOST,,,Syrian,https://www.encyclopedia-titanica.org/titanic-victim/abraham-mansoor-mishellany.html
"MITCHELL, Mr Henry Michael",1840,1912,71,Male,2nd Class Passenger,24580,£10             10s,,Southampton,Retired,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/henry-michael-mitchell.html
"MITCHELL, Mr Lorenzo Horace",1893,1912,19,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/lawrence-mitchell.html
"MITKOFF, Mr Mito",1889,1912,23,Male,3rd Class Passenger,349221,£7             17s             11d,,Southampton,General Labourer,LOST,,,Bulgarian,https://www.encyclopedia-titanica.org/titanic-victim/mito-mitkoff.html
"MOCK, Mr Philipp Edmund",1881,1951,30,Male,1st Class Passenger,13236,£57             15s,,Cherbourg,,SAVED,11,,American,https://www.encyclopedia-titanica.org/titanic-survivor/philipp-mock.html
"MOCKLER, Miss Ellen Mary",1889,1984,23,Female,3rd Class Passenger,330980,£7             17s             7d,,Queenstown,,SAVED,,,Irish,https://www.encyclopedia-titanica.org/titanic-survivor/ellen-mary-mockler.html
"MOEN, Mr Sigurd Hansen",1885,1912,27,Male,3rd Class Passenger,348123,£7             13s,[F] G73,Southampton,Carpenter / Joiner,LOST,,309,Norwegian,https://www.encyclopedia-titanica.org/titanic-victim/sigurd-hansen-moen.html
"MOLSON, Mr Harry Markland",1856,1912,55,Male,1st Class Passenger,113787,£30             10s,C30,Southampton,Businessman,LOST,,,Canadian,https://www.encyclopedia-titanica.org/titanic-victim/harry-molson.html
"MONRóS, Sr. Joan Javier",1892,1912,20,Male,Restaurant Staff,,,,Southampton,Assistant Waiter,LOST,,27,Spanish,https://www.encyclopedia-titanica.org/titanic-victim/jean-javier-mouros.html
"MONTEVERDI, Sig. Giovanni",1889,1912,23,Male,Restaurant Staff,,,,Southampton,Cook,LOST,,,French,https://www.encyclopedia-titanica.org/titanic-victim/giovanni-monteverdi.html
"MONTVILA, Fr Juozas",1885,1912,27,Male,2nd Class Passenger,211536,£13.00,,Southampton,Priest / Minister,LOST,,,Lithuanian,https://www.encyclopedia-titanica.org/titanic-victim/juozas-montvila.html
"MOODY, Mr James Paul",1887,1912,24,Male,Deck Crew Titanic Officers,,,,Belfast,6th. Officer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/james-paul-moody.html
"MOOR, Master Meier",1904,1975,7,Male,3rd Class Passenger,392096,£12             9s             6d,[E] 121,Southampton,,SAVED,,,"Russian,Romanian",https://www.encyclopedia-titanica.org/titanic-survivor/meier-moor.html
"MOOR, Mrs Beila",1882,1958,29,Female,3rd Class Passenger,392096,£12             9s             6d,[E] 121,Southampton,Tailor,SAVED,,,"Russian,Romanian",https://www.encyclopedia-titanica.org/titanic-survivor/beila-moor.html
"MOORE, Mr Alfred Ernest",1873,1912,38,Male,Victualling Crew,,,,Southampton,"Saloon Steward, 2nd Class",LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/alfred-ernest-moore.html
"MOORE, Mr Clarence",1865,1912,47,Male,1st Class Passenger,113796,£42             8s,,Southampton,Businessman,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/clarence-moore.html
"MOORE, Mr George Alfred",1880,1943,32,Male,Deck Crew,,,,Southampton,Able Seaman,SAVED,3,,English,https://www.encyclopedia-titanica.org/titanic-survivor/george-alfred-moore.html
"MOORE, Mr J.",1883,1954,29,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,3,,English,https://www.encyclopedia-titanica.org/titanic-survivor/j-moore.html
"MOORE, Mr Leonard Charles",1893,1912,19,Male,3rd Class Passenger,54510,£8             1s,,Southampton,Bricklayer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/leonard-charles-moore.html
"MOORE, Mr Ralph",1890,1912,22,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/ralph-moore.html
"MOORES, Mr Richard Henry",1868,1912,44,Male,Engineering Crew,,,,Southampton,Greaser,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/richard-henry-moores.html
"MORAN, Miss Bridget (Bertha)",1883,1961,28,Female,3rd Class Passenger,371110,£24             3s,,Queenstown,,SAVED,15,,"Irish, American",https://www.encyclopedia-titanica.org/titanic-survivor/bertha-bridget-moran.html
"MORAN, Mr Daniel J.",1883,1912,28,Male,3rd Class Passenger,371110,£24             3s,,Queenstown,Police Officer,LOST,,,"Irish, American",https://www.encyclopedia-titanica.org/titanic-victim/daniel-james-moran.html
"MORAWECK, Dr Ernest",1858,1912,54,Male,2nd Class Passenger,29011,£14.00,,Southampton,Doctor,LOST,,,American,https://www.encyclopedia-titanica.org/titanic-victim/ernest-moraweck.html
"MORGAN (BIRD), Mr Charles Frederick",1868,1912,44,Male,Victualling Crew,,,,Southampton,Storekeeper (1st Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/charles-frederick-morgan-bird.html
"MORGAN, Mr Arthur Herbert",1885,1912,27,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-herbert-morgan.html
"MORGAN, Mr Patrick",1885,,26,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/patrick-morgan.html
"MORGAN, Mr Thomas A.",1886,1912,26,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,302,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-morgan.html
"MORLEY, Mr Henry Samuel",1873,1912,38,Male,2nd Class Passenger,250655,£26.00,,Southampton,Confectioner,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/henry-samuel-morley.html
"MORLEY, Mr William",1878,1912,34,Male,3rd Class Passenger,364506,£8             1s,,Southampton,Carpenter / Joiner,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-morley.html
"MORRELL, Mr James",1887,,24,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-morrell.html
"MORRIS, Mr Frank Herbert",1883,1954,28,Male,Victualling Crew,,,,Belfast,Bathroom Steward (1st Class),SAVED,14,,English,https://www.encyclopedia-titanica.org/titanic-survivor/frank-herbert-morris.html
"MORRIS, Mr William Edward",1889,1912,23,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-edward-morris.html
"MORRISON, Mr Thomas",1886,,26,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/thomas-morrison.html
"MORROW, Mr Thomas Rowan",1880,1912,31,Male,3rd Class Passenger,372622,£7             15s,,Queenstown,General Labourer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/thomas-rowan-morrow.html
